id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H261,hyrox,Glossary,4,RoxZone: definition and why it matters in HYROX,roxzone-definition-and-why-it-matters-in-hyrox,roxzone meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (transition area between runs and stations); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",RoxZone: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (transition area between runs and stations). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H262,hyrox,Glossary,4,Compromised running: definition and why it matters in HYROX,compromised-running-definition-and-why-it-matters-in-hyrox,compromised running meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (running under accumulated fatigue); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Compromised running: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (running under accumulated fatigue). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H263,hyrox,Glossary,4,Hybrid athlete: definition and why it matters in HYROX,hybrid-athlete-definition-and-why-it-matters-in-hyrox,hybrid athlete meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (strength + endurance in one athlete); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Hybrid athlete: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (strength + endurance in one athlete). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H264,hyrox,Glossary,4,Elite 15: definition and why it matters in HYROX,elite-15-definition-and-why-it-matters-in-hyrox,elite 15 meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (the professional HYROX tier); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Elite 15: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (the professional HYROX tier). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H265,hyrox,Glossary,4,Zone 2: definition and why it matters in HYROX,zone-2-definition-and-why-it-matters-in-hyrox,zone 2 meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (conversational-pace aerobic training); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Zone 2: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (conversational-pace aerobic training). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H266,hyrox,Glossary,4,VO2 max: definition and why it matters in HYROX,vo2-max-definition-and-why-it-matters-in-hyrox,vo2 max meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (maximal oxygen uptake); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",VO2 max: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (maximal oxygen uptake). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H267,hyrox,Glossary,4,Lactate threshold: definition and why it matters in HYROX,lactate-threshold-definition-and-why-it-matters-in-hyrox,lactate threshold meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (sustainable intensity ceiling); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Lactate threshold: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (sustainable intensity ceiling). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H268,hyrox,Glossary,4,Progressive overload: definition and why it matters in HYROX,progressive-overload-definition-and-why-it-matters-in-hyrox,progressive overload meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (gradually increasing training stress); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Progressive overload: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (gradually increasing training stress). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H269,hyrox,Glossary,4,DOMS: definition and why it matters in HYROX,doms-definition-and-why-it-matters-in-hyrox,doms meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (delayed onset muscle soreness); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",DOMS: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (delayed onset muscle soreness). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H270,hyrox,Glossary,4,Deload: definition and why it matters in HYROX,deload-definition-and-why-it-matters-in-hyrox,deload meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (planned recovery week); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Deload: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (planned recovery week). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H271,hyrox,Glossary,4,Taper: definition and why it matters in HYROX,taper-definition-and-why-it-matters-in-hyrox,taper meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (pre-race volume reduction); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Taper: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (pre-race volume reduction). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H272,hyrox,Glossary,4,RPE: definition and why it matters in HYROX,rpe-definition-and-why-it-matters-in-hyrox,rpe meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (rating of perceived exertion); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",RPE: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (rating of perceived exertion). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H273,hyrox,Glossary,4,EMOM: definition and why it matters in HYROX,emom-definition-and-why-it-matters-in-hyrox,emom meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (every minute on the minute); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",EMOM: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (every minute on the minute). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H274,hyrox,Glossary,4,AMRAP: definition and why it matters in HYROX,amrap-definition-and-why-it-matters-in-hyrox,amrap meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (as many rounds as possible); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",AMRAP: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (as many rounds as possible). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H275,hyrox,Glossary,4,Wave start: definition and why it matters in HYROX,wave-start-definition-and-why-it-matters-in-hyrox,wave start meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (staggered race start format); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Wave start: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (staggered race start format). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H276,hyrox,Glossary,4,No-rep: definition and why it matters in HYROX,no-rep-definition-and-why-it-matters-in-hyrox,no-rep meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (rep not meeting movement standard); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",No-rep: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (rep not meeting movement standard). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H277,hyrox,Glossary,4,Majors: definition and why it matters in HYROX,majors-definition-and-why-it-matters-in-hyrox,majors meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (championship-qualifying HYROX events); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Majors: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (championship-qualifying HYROX events). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
H278,hyrox,Glossary,4,Pro division: definition and why it matters in HYROX,pro-division-definition-and-why-it-matters-in-hyrox,pro division meaning,,,Informational,longtail-unevidenced,"Micro-glossary page (heavier-weights competitive division); 40-word definition first, AI-citation formatted",glossary,450,Explore the full HYROX guide,Free HYROX plan maker,/hyrox/guide,data-graphic,term card with definition typographic treatment,"headline stat rendered as branded card, 1200x630",Pro division: definition and why it matters in HYROX | Suth Performance,Micro-glossary page (heavier-weights competitive division). From the Elite 15 HYROX coaching team at Suth Performance.,DefinedTerm + Article + BreadcrumbList,planned,
